2022-12-30	-0.005317	0.007198	0.007198	-0.004620	-0.337414	7650200.000000
2022-12-29	0.005978	0.011316	0.016864	0.009731	0.377110	7169300.000000
2022-12-28	-0.009967	0.011594	0.014576	-0.003629	-0.635128	7159400.000000
2022-12-27	0.006111	0.009407	0.015091	0.005934	0.387032	7320700.000000
2022-12-23	0.007578	0.010216	0.016102	0.005443	0.476345	6463300.000000
2022-12-22	-0.007210	0.001669	0.004354	-0.010493	-0.456497	9666700.000000
2022-12-21	0.016085	0.012164	0.027891	0.012164	1.002308	10411300.000000
2022-12-20	-0.000796	0.007350	0.012642	0.006227	-0.049618	10286500.000000
2022-12-19	0.001434	0.008955	0.018269	0.003174	0.089317	10919700.000000
2022-12-16	-0.005704	0.001922	0.008149	-0.004784	-0.357262	33631500.000000
2022-12-15	-0.013752	0.001372	0.006096	-0.015950	-0.873302	12212300.000000
2022-12-14	0.000000	0.010820	0.018064	0.001057	0.000000	12826700.000000
2022-12-13	0.000313	0.017437	0.019170	0.004993	0.019848	17521600.000000
2022-12-12	0.013145	0.010224	0.021555	0.005596	0.823685	11647900.000000
2022-12-09	-0.010500	0.004512	0.008144	-0.003700	-0.664902	13914900.000000
2022-12-08	0.004249	0.008622	0.012587	0.004657	0.267944	9946200.000000
2022-12-07	0.001576	0.007829	0.012118	0.004653	0.099243	12307600.000000
2022-12-06	-0.000473	0.008464	0.014180	0.003860	-0.029778	10099500.000000
2022-12-05	-0.013675	-0.007049	-0.000942	-0.009398	-0.873299	9185100.000000
2022-12-02	0.008779	0.004827	0.019202	0.001510	0.555737	13643500.000000
2022-12-01	0.002830	0.007671	0.015591	0.004819	0.178631	12001400.000000
2022-11-30	0.025306	0.007183	0.034308	0.002960	1.558048	30433900.000000
2022-11-29	-0.003509	0.011904	0.012713	0.003164	-0.216789	10969600.000000
2022-11-28	0.000160	0.014817	0.021454	0.012713	0.009857	12267500.000000
2022-11-25	0.000958	0.016437	0.017734	0.010766	0.059120	5165500.000000
2022-11-23	0.004491	0.017096	0.021979	0.014003	0.275913	8990400.000000
2022-11-22	0.004349	0.021192	0.021683	0.014327	0.266056	12319600.000000
2022-11-21	0.015375	0.019299	0.032577	0.015813	0.926277	15399400.000000
2022-11-18	0.007083	0.019498	0.025849	0.016321	0.423721	10415600.000000
2022-11-17	0.003139	0.009284	0.018506	0.008277	0.187225	11212600.000000
2022-11-16	-0.001814	0.017495	0.021512	0.009126	-0.108395	14199500.000000
2022-11-15	-0.001647	0.021501	0.026849	0.002619	-0.098537	13295800.000000
2022-11-14	-0.009622	0.014817	0.021437	0.004722	-0.581387	16361000.000000
2022-11-11	0.007227	0.022985	0.024318	0.003649	0.433575	18972100.000000
2022-11-10	0.035903	0.040373	0.054015	0.030531	2.079193	16804800.000000
2022-11-09	-0.013926	0.014647	0.015498	0.000344	-0.817879	10115200.000000
2022-11-08	0.001849	0.019252	0.019935	0.005435	0.108387	10081600.000000
