2022-12-30	-0.011668	-0.018849	0.003142	-0.019298	-1.040001	11926700.000000
2022-12-29	0.022133	0.004874	0.026606	-0.001605	1.930000	12535400.000000
2022-12-28	-0.029602	-0.009793	0.003227	-0.037781	-2.660004	16268800.000000
2022-12-27	0.049154	0.010508	0.058832	0.006538	4.209999	22959900.000000
2022-12-23	-0.026373	-0.001364	0.007730	-0.027850	-2.320000	17949300.000000
2022-12-22	0.001822	0.014463	0.021410	-0.012983	0.160004	16004800.000000
2022-12-21	0.021997	0.001048	0.028713	-0.005354	1.889999	18212900.000000
2022-12-20	-0.014227	-0.024323	0.000459	-0.024323	-1.240005	15315400.000000
2022-12-19	0.004263	0.034105	0.034451	-0.003330	0.370003	20737000.000000
2022-12-16	0.006728	0.030043	0.050574	0.004640	0.580002	25084600.000000
2022-12-15	-0.051700	0.023980	0.034870	-0.053459	-4.700005	30419400.000000
2022-12-14	-0.005470	-0.003829	-0.001586	-0.020895	-0.500000	15575500.000000
2022-12-13	0.022369	0.045185	0.062297	0.009954	2.000000	21150600.000000
2022-12-12	-0.021130	-0.013685	-0.004938	-0.039304	-1.929993	15190200.000000
2022-12-09	-0.030052	-0.009557	-0.004460	-0.031273	-2.830002	15452100.000000
2022-12-08	0.066116	0.041209	0.067984	0.031133	5.839996	29241500.000000
2022-12-07	-0.034117	-0.048004	-0.023947	-0.052816	-3.119995	19507400.000000
2022-12-06	0.010274	0.015024	0.022647	-0.014582	0.930000	26675700.000000
2022-12-05	0.005108	0.031535	0.031535	-0.004775	0.459999	30929800.000000
2022-12-02	0.047940	0.001280	0.068769	0.001280	4.119995	35042600.000000
2022-12-01	-0.018502	-0.036661	0.000457	-0.037688	-1.619995	20243000.000000
2022-11-30	0.096419	0.036063	0.122276	0.029927	7.699997	60169600.000000
2022-11-29	0.052451	0.057459	0.066025	0.047048	3.980003	24178100.000000
2022-11-28	0.005033	-0.010066	0.025391	-0.010861	0.379997	19107400.000000
2022-11-25	-0.038217	-0.038217	-0.031210	-0.045605	-3.000000	13036900.000000
2022-11-23	0.033031	0.028951	0.037571	0.011317	2.510002	19032700.000000
2022-11-22	-0.012219	-0.019368	-0.001690	-0.030547	-0.940002	20694100.000000
2022-11-21	-0.044110	-0.022242	-0.017644	-0.049826	-3.550003	19005100.000000
2022-11-18	-0.044861	-0.025042	-0.020650	-0.052219	-3.779999	29528300.000000
2022-11-17	0.078045	-0.027636	0.096213	-0.030706	6.099998	62050600.000000
2022-11-16	-0.014376	0.012863	0.014502	-0.023834	-1.139999	26637300.000000
2022-11-15	0.111734	0.106547	0.126735	0.090845	7.970001	53150500.000000
2022-11-14	0.007913	0.033771	0.045641	0.007772	0.560005	30310700.000000
2022-11-11	0.014333	0.036549	0.041995	-0.006593	1.000000	38723400.000000
2022-11-10	0.076033	0.049198	0.079426	0.048735	4.930000	28757200.000000
2022-11-09	-0.048290	-0.024952	-0.019815	-0.048877	-3.290001	22099300.000000
2022-11-08	-0.022665	-0.029981	-0.011333	-0.049347	-1.580002	23870200.000000
2022-11-07	-0.001432	0.021344	0.029652	-0.016301	-0.099998	26087600.000000
2022-11-04	0.070541	0.091397	0.098605	0.034351	4.599998	51292200.000000
2022-11-03	0.007883	-0.019784	0.033694	-0.020093	0.510002	23360500.000000
2022-11-02	-0.017613	0.009414	0.027483	-0.023231	-1.160004	28298100.000000
2022-11-01	0.035860	0.069676	0.076612	0.032400	2.279999	27257000.000000
2022-10-31	-0.002510	-0.003922	0.017414	-0.008158	-0.160000	20645300.000000
2022-10-28	-0.031895	-0.040097	-0.025668	-0.061057	-2.099995	28638000.000000
2022-10-27	-0.038972	-0.044811	-0.009196	-0.045103	-2.670006	25812600.000000
