2022-12-30	-0.004937	-0.009142	-0.001863	-0.015589	-1.187012	21938500.000000
2022-12-29	0.027630	0.007292	0.034093	0.007292	6.463806	19770700.000000
2022-12-28	-0.010255	0.002208	0.014181	-0.009299	-2.423950	17457100.000000
2022-12-27	-0.007414	0.002379	0.003345	-0.009673	-1.765564	16688600.000000
2022-12-23	0.002267	-0.006250	0.005367	-0.015383	0.538651	21207000.000000
2022-12-22	-0.025529	-0.010497	-0.007503	-0.040806	-6.224396	28651700.000000
2022-12-21	0.010877	0.002049	0.018342	-0.004502	2.623413	23690600.000000
2022-12-20	0.005615	-0.001873	0.012761	-0.005959	1.346634	25150800.000000
2022-12-19	-0.017328	0.003201	0.004635	-0.021996	-4.229416	29696400.000000
2022-12-16	-0.017349	0.000653	0.005846	-0.019638	-4.309204	86102000.000000
2022-12-15	-0.031918	-0.011136	-0.009266	-0.036002	-8.189499	35560400.000000
2022-12-14	0.001168	0.003324	0.024629	-0.007680	0.299255	35410900.000000
2022-12-13	0.017465	0.038951	0.047804	0.004728	4.399002	42196900.000000
2022-12-12	0.028889	0.010797	0.031589	0.009653	7.072281	30665100.000000
2022-12-09	-0.008003	-0.008436	0.006192	-0.010624	-1.975052	20609700.000000
2022-12-08	0.012399	0.004433	0.020432	-0.002869	3.022430	22611800.000000
2022-12-07	-0.003060	0.001319	0.006758	-0.009397	-0.748123	20481500.000000
2022-12-06	-0.020304	0.004989	0.009156	-0.023219	-5.067322	22463700.000000
2022-12-05	-0.018900	-0.009328	-0.002213	-0.024856	-4.807953	23435300.000000
2022-12-02	0.001296	-0.016664	0.007897	-0.017176	0.329178	21528500.000000
2022-12-01	-0.001764	-0.002485	0.006355	-0.014077	-0.448883	26041500.000000
2022-11-30	0.061624	0.003506	0.065075	0.000544	14.772995	47594200.000000
2022-11-29	-0.005915	0.001012	0.006776	-0.012216	-1.426422	17956300.000000
2022-11-28	-0.023152	-0.003207	-0.000898	-0.024594	-5.715683	24778200.000000
2022-11-25	-0.000364	0.001411	0.007040	-0.000937	-0.089783	9200800.000000
2022-11-23	0.010407	0.002832	0.015802	-0.000605	2.543640	19508500.000000
2022-11-22	0.012311	0.008883	0.016007	-0.003045	2.972549	19665700.000000
2022-11-21	0.003441	0.003377	0.016843	0.002380	0.827927	26394700.000000
2022-11-18	-0.001903	0.010096	0.011050	-0.008488	-0.458847	27613500.000000
2022-11-17	-0.000207	-0.013877	0.008808	-0.014499	-0.049881	23123500.000000
2022-11-16	0.001824	0.008737	0.012933	-0.001110	0.438904	24093300.000000
2022-11-15	0.001739	0.022436	0.028013	-0.000996	0.417770	31390100.000000
2022-11-14	-0.022500	-0.015500	-0.007689	-0.026810	-5.530533	31123300.000000
2022-11-11	0.016997	0.005371	0.026059	0.000986	4.108109	34620200.000000
