Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,147.42999267578125,148.22999572753906,146.7899932861328,147.67999267578125,139.7496337890625,1952500.0
2020-01-02,149.0,150.5500030517578,147.97999572753906,150.52999877929688,142.44659423828125,3311900.0
2020-01-03,148.77000427246094,149.9600067138672,147.4499969482422,148.44000244140625,140.46884155273438,3100600.0
2020-01-06,147.27000427246094,148.55999755859375,146.5399932861328,148.33999633789062,140.3741912841797,2549600.0
2020-01-07,147.35000610351562,147.57000732421875,145.50999450683594,146.3800048828125,138.51942443847656,2841900.0
2020-01-08,146.8300018310547,148.57000732421875,146.4600067138672,147.67999267578125,139.7496337890625,2153200.0
2020-01-09,147.80999755859375,147.97000122070312,146.50999450683594,147.30999755859375,139.3994903564453,2272500.0
2020-01-10,147.4499969482422,147.72000122070312,145.8300018310547,146.1300048828125,138.28286743164062,2393700.0
2020-01-13,146.52999877929688,146.8300018310547,145.5500030517578,146.82000732421875,138.935791015625,3355200.0
2020-01-14,147.4499969482422,147.97999572753906,146.30999755859375,146.67999267578125,138.80332946777344,2742200.0
2020-01-15,146.22000122070312,146.74000549316406,145.1999969482422,145.57000732421875,137.75294494628906,2640500.0
2020-01-16,146.42999267578125,147.92999267578125,146.24000549316406,147.8699951171875,139.929443359375,3070900.0
2020-01-17,147.2100067138672,148.27000427246094,146.60000610351562,147.77999877929688,140.82518005371094,3331500.0
2020-01-21,147.1999969482422,147.8699951171875,145.69000244140625,145.85000610351562,138.9860076904297,2476700.0
2020-01-22,146.25,146.55999755859375,142.52000427246094,142.6300048828125,135.91757202148438,3602400.0
2020-01-23,141.80999755859375,143.2100067138672,139.8000030517578,142.75,136.03192138671875,3182700.0
2020-01-24,142.5500030517578,142.6999969482422,139.25999450683594,140.3800048828125,133.77342224121094,2526200.0
2020-01-27,136.89999389648438,137.80999755859375,135.57000732421875,135.72999572753906,129.34226989746094,2920500.0
2020-01-28,137.02000427246094,137.60000610351562,135.6199951171875,136.74000549316406,130.3047637939453,2763800.0
2020-01-29,137.58999633789062,137.75999450683594,135.6699981689453,135.77999877929688,129.38992309570312,2620000.0
2020-01-30,134.75999450683594,135.97000122070312,132.91000366210938,135.3699951171875,128.9992218017578,3862600.0
2020-01-31,133.82000732421875,134.99000549316406,130.5399932861328,131.35000610351562,125.1684112548828,6785700.0
2020-02-03,131.44000244140625,133.16000366210938,129.3000030517578,129.77000427246094,123.66275787353516,4385300.0
2020-02-04,133.0,134.77999877929688,132.67999267578125,133.50999450683594,127.22676849365234,3501600.0
2020-02-05,135.5500030517578,137.47000122070312,135.44000244140625,137.44000244140625,130.97181701660156,4448100.0
2020-02-06,138.1999969482422,138.3300018310547,136.1300048828125,137.25,130.79074096679688,2283800.0
2020-02-07,136.0399932861328,136.49000549316406,133.0,133.3699951171875,127.09334564208984,3812300.0
2020-02-10,133.0399932861328,134.3300018310547,132.77999877929688,134.32000732421875,127.9986572265625,2331600.0
2020-02-11,135.49000549316406,137.22999572753906,135.05999755859375,136.19000244140625,129.78065490722656,2381900.0
2020-02-12,138.39999389648438,139.94000244140625,138.08999633789062,139.58999633789062,133.02064514160156,3222000.0
2020-02-13,140.0,140.5,138.42999267578125,139.72000122070312,133.14450073242188,3318800.0
2020-02-14,139.49000549316406,139.6199951171875,136.88999938964844,137.99000549316406,131.49591064453125,2813400.0
2020-02-18,137.4600067138672,138.57000732421875,135.0800018310547,136.5800018310547,130.15228271484375,3869700.0
2020-02-19,136.7899932861328,137.2100067138672,136.05999755859375,136.86000061035156,130.41909790039062,2134900.0
2020-02-20,136.25999450683594,138.88999938964844,136.1999969482422,136.92999267578125,130.48580932617188,2678200.0
2020-02-21,136.5,137.44000244140625,135.11000061035156,137.2100067138672,130.75262451171875,2855600.0
2020-02-24,132.52999877929688,133.86000061035156,132.0500030517578,132.1699981689453,125.94981384277344,4964800.0
2020-02-25,132.97000122070312,133.13999938964844,128.25,129.0,122.9290008544922,4840200.0
