Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,136.69000244140625,137.25999450683594,136.02999877929688,136.6699981689453,127.3016128540039,3229400
2020-01-02,136.8699951171875,137.22999572753906,135.13999938964844,135.82000732421875,126.50987243652344,3784100
2020-01-03,135.4600067138672,136.7899932861328,135.1300048828125,135.6300048828125,126.33290100097656,4000100
2020-01-06,135.3000030517578,136.32000732421875,135.1999969482422,136.14999389648438,126.81721496582033,4085100
2020-01-07,136.0,136.07000732421875,133.9499969482422,134.00999450683594,124.8239288330078,5718100
2020-01-08,134.4600067138672,135.36000061035156,134.07000732421875,134.6999969482422,125.46662902832033,3681400
2020-01-09,135.2899932861328,135.3800048828125,134.52999877929688,134.7899932861328,125.55046081542967,3954700
2020-01-10,135.1699981689453,135.4199981689453,134.38999938964844,134.52999877929688,125.30826568603516,3099500
2020-01-13,134.64999389648438,136.58999633789062,134.6300048828125,136.52999877929688,127.17118072509766,5127200
2020-01-14,136.17999267578125,136.94000244140625,135.6999969482422,136.85000610351562,127.46926879882812,4159700
2020-01-15,137.0399932861328,139.25,136.8000030517578,139.1999969482422,129.65817260742188,5002600
2020-01-16,139.35000610351562,140.16000366210938,138.60000610351562,139.61000061035156,130.0400848388672,4977900
2020-01-17,140.10000610351562,141.32000732421875,139.89999389648438,141.25999450683594,131.5769500732422,6908700
2020-01-21,140.61000061035156,142.1199951171875,140.33999633789062,141.86000061035156,132.1358184814453,4440000
2020-01-22,141.80999755859375,143.57000732421875,141.72000122070312,143.3800048828125,133.55165100097656,5366100
2020-01-23,143.08999633789062,143.85000610351562,142.3699951171875,143.64999389648438,133.8031005859375,3915700
2020-01-24,143.8300018310547,144.14999389648438,142.4499969482422,142.9199981689453,133.1231689453125,2791500
2020-01-27,141.64999389648438,143.36000061035156,141.0500030517578,142.13999938964844,132.3966522216797,3895300
2020-01-28,142.1300048828125,142.9199981689453,141.75999450683594,142.44000244140625,132.6760711669922,2908300
2020-01-29,142.0,142.4499969482422,141.1699981689453,141.72999572753906,132.01475524902344,3263200
2020-01-30,142.32000732421875,143.9600067138672,141.52000427246094,143.8300018310547,133.9707794189453,4058500
2020-01-31,143.80999755859375,144.64999389648438,141.57000732421875,142.02000427246094,132.28485107421875,4753100
2020-02-03,142.77000427246094,143.07000732421875,141.83999633789062,142.50999450683594,132.74124145507812,3977800
2020-02-04,143.1999969482422,144.05999755859375,142.10000610351562,143.22000122070312,133.4026336669922,3494300
2020-02-05,143.67999267578125,144.58999633789062,143.42999267578125,144.3000030517578,134.40859985351562,3504900
2020-02-06,144.63999938964844,145.3000030517578,144.07000732421875,144.3300018310547,134.43650817871094,3571400
2020-02-07,144.25999450683594,145.72000122070312,143.8300018310547,145.3699951171875,135.40524291992188,3138500
2020-02-10,145.92999267578125,146.4199981689453,145.1300048828125,145.66000366210938,135.6753692626953,3775600
2020-02-11,146.2100067138672,146.36000061035156,144.8699951171875,146.0800018310547,136.06655883789062,3870500
2020-02-12,146.67999267578125,146.74000549316406,145.35000610351562,146.0800018310547,136.06655883789062,4217400
2020-02-13,145.25,147.1300048828125,143.52000427246094,146.47000122070312,136.42982482910156,5041400
2020-02-14,146.57000732421875,147.14999389648438,145.94000244140625,146.99000549316406,136.9141845703125,3555600
2020-02-18,147.11000061035156,147.1999969482422,145.39999389648438,145.60000610351562,135.6194610595703,4938700
2020-02-19,145.6199951171875,146.47999572753906,145.49000549316406,145.52999877929688,135.55422973632812,2978800
2020-02-20,145.77000427246094,145.8000030517578,143.9499969482422,145.16000366210938,135.2096405029297,2805900
2020-02-21,145.05999755859375,145.9199981689453,144.80999755859375,145.85000610351562,135.8523406982422,4271800
2020-02-24,145.86000061035156,147.14999389648438,142.55999755859375,142.63999938964844,132.86239624023438,5027700
2020-02-25,142.58999633789062,144.3800048828125,140.57000732421875,141.10000610351562,131.42794799804688,7585800
2020-02-26,142.44000244140625,143.75,141.16000366210938,141.97999572753906,132.2476043701172,6157200
2020-02-27,141.41000366210938,143.13999938964844,136.30999755859375,136.3699951171875,127.02216339111328,8605000
2020-02-28,133.24000549316406,133.75,128.35000610351562,132.02999877929688,122.97965240478516,14164000
2020-03-02,132.0,137.77000427246094,131.72000122070312,137.5800018310547,128.1492156982422,8504500
2020-03-03,137.19000244140625,139.6699981689453,134.74000549316406,135.5800018310547,126.28629302978516,8728300
2020-03-04,136.19000244140625,142.7100067138672,136.00999450683594,142.38999938964844,132.62950134277344,7635700
2020-03-05,138.80999755859375,141.4199981689453,136.6699981689453,138.10000610351562,129.50213623046875,6579100
2020-03-06,131.55999755859375,138.1699981689453,131.4499969482422,137.25999450683594,128.71441650390625,6754900
2020-03-09,130.17999267578125,133.35000610351562,128.17999267578125,130.16000366210938,122.05646514892578,8716300
2020-03-10,132.0500030517578,134.57000732421875,126.86000061035156,134.13999938964844,125.78868865966795,8258600
