Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,217.1000061035156,218.50999450683597,216.44000244140625,218.3800048828125,208.98077392578125,3789900
2020-01-02,219.0800018310547,219.75999450683597,217.83999633789065,219.66000366210935,210.2056579589844,3935700
2020-01-03,217.13999938964844,219.67999267578125,216.75,218.92999267578125,209.50706481933597,3423200
2020-01-06,216.4900054931641,220.0,216.3999938964844,219.9600067138672,210.4927673339844,5682800
2020-01-07,219.5,220.55999755859372,216.8999938964844,218.5200042724609,209.11476135253903,5685400
2020-01-08,218.8000030517578,222.97000122070312,218.6699981689453,221.7899932861328,212.2439727783203,4916200
2020-01-09,222.63999938964844,225.5500030517578,221.8500061035156,225.19000244140625,215.4976501464844,4843600
2020-01-10,224.75,225.4900054931641,223.02999877929688,224.22000122070312,214.56939697265625,4226600
2020-01-13,224.5,224.50999450683597,222.67999267578125,223.33999633789065,213.72727966308597,6060900
2020-01-14,222.47999572753903,224.9499969482422,222.30999755859372,222.80999755859372,213.2200927734375,3915100
2020-01-15,222.27999877929688,224.97999572753903,222.1300048828125,224.58999633789065,214.9234619140625,3444300
2020-01-16,225.92999267578125,228.8600006103516,225.3999938964844,228.82000732421875,218.971435546875,5390800
2020-01-17,229.6100006103516,232.6000061035156,228.91000366210935,231.91000366210935,221.92840576171875,7979200
2020-01-21,231.52999877929688,233.66000366210935,231.05999755859372,232.9499969482422,222.9236602783203,4873500
2020-01-22,233.7899932861328,236.52999877929688,232.8800048828125,232.8999938964844,222.8758087158203,4030800
2020-01-23,232.1300048828125,234.82000732421875,230.63999938964844,233.6499938964844,223.593505859375,4617900
2020-01-24,234.4600067138672,235.42999267578125,230.55999755859372,232.0,222.0145263671875,4467500
2020-01-27,228.1999969482422,232.47000122070312,228.1999969482422,231.19000244140625,221.2393951416016,3595600
2020-01-28,231.82000732421875,235.25,231.3500061035156,233.8600006103516,223.7944793701172,3621900
2020-01-29,234.8999938964844,235.8800048828125,233.3999938964844,234.0200042724609,223.94761657714844,2564000
2020-01-30,232.0,233.3000030517578,231.57000732421875,232.7899932861328,222.77052307128903,4685700
2020-01-31,232.9600067138672,233.22999572753903,227.88999938964844,228.1000061035156,218.28240966796875,5304700
2020-02-03,230.3000030517578,233.52999877929688,229.3500061035156,231.5399932861328,221.57432556152344,5100900
2020-02-04,234.02999877929688,236.3600006103516,234.02999877929688,235.0,224.8854217529297,3505100
