Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,391.75,391.9800109863281,387.0700073242188,389.3800048828125,363.6837463378906,775400
2020-01-02,392.8599853515625,399.3699951171875,390.9500122070313,399.3699951171875,373.0144958496094,1258400
2020-01-03,404.0199890136719,417.1700134277344,403.0,413.739990234375,386.4361267089844,2990100
2020-01-06,417.989990234375,417.989990234375,407.6900024414063,413.1099853515625,385.8477783203125,2477800
2020-01-07,411.25,416.1199951171875,408.2900085449219,414.5,387.1460266113281,1059900
2020-01-08,417.05999755859375,418.1799926757813,409.7200012207031,411.0299987792969,383.9049987792969,1708100
2020-01-09,410.489990234375,416.0,410.0,414.9299926757813,387.5476379394531,1064300
2020-01-10,415.0,415.6000061035156,412.4800109863281,413.8299865722656,386.5202331542969,987800
2020-01-13,414.9400024414063,420.9599914550781,414.6600036621094,419.0199890136719,391.3677368164063,986800
2020-01-14,417.5899963378906,418.2699890136719,415.0700073242188,416.1400146484375,388.6778259277344,967200
2020-01-15,416.4200134277344,421.4800109863281,416.1400146484375,420.9500122070313,393.17034912109375,833000
2020-01-16,423.1300048828125,425.739990234375,420.6700134277344,425.7000122070313,397.60693359375,1085200
2020-01-17,426.6099853515625,427.5400085449219,424.5,425.6600036621094,397.569580078125,1195600
2020-01-21,424.4200134277344,427.7799987792969,423.010009765625,426.1499938964844,398.0271606445313,1071400
2020-01-22,427.5,428.5,424.3599853515625,424.4200134277344,396.411376953125,918700
2020-01-23,424.05999755859375,429.55999755859375,424.0,428.7799987792969,400.483642578125,978400
2020-01-24,429.8999938964844,433.5199890136719,429.6900024414063,432.5,403.9580993652344,1086700
2020-01-27,425.8599853515625,434.4500122070313,425.8599853515625,432.3800048828125,403.8460693359375,1737900
2020-01-28,434.7699890136719,438.989990234375,426.2699890136719,437.1700134277344,408.3199462890625,2063200
2020-01-29,437.7200012207031,437.989990234375,431.0199890136719,433.8399963378906,405.2097778320313,1268500
2020-01-30,430.3399963378906,437.0,430.3399963378906,435.8999938964844,407.1337890625,1210200
2020-01-31,434.9299926757813,435.5700073242188,426.1000061035156,428.1199951171875,399.8671875,1650100
2020-02-03,429.5199890136719,430.0,422.0400085449219,423.8599853515625,395.8883666992188,1795800
2020-02-04,425.4599914550781,431.989990234375,425.4599914550781,430.7799987792969,402.3517150878906,1216300
2020-02-05,433.3200073242188,435.9200134277344,429.0199890136719,435.1900024414063,406.4706115722656,1251800
2020-02-06,435.55999755859375,439.8599853515625,434.9100036621094,438.9700012207031,410.0011596679688,833500
2020-02-07,438.1400146484375,441.2099914550781,437.2900085449219,439.1700134277344,410.1880493164063,883800
2020-02-10,439.0,441.5199890136719,437.8200073242188,439.760009765625,410.7390441894531,870400
