Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,59.38999938964844,59.400001525878906,59.0099983215332,59.36000061035156,46.29682922363281,784500
2020-01-02,59.66999816894531,60.02000045776367,59.5,59.88999938964844,46.71019744873047,1814300
2020-01-03,58.790000915527344,59.2599983215332,58.77999877929688,58.84000015258789,45.89126586914063,1561700
2020-01-06,58.43000030517578,58.68000030517578,58.2400016784668,58.45000076293945,45.58709335327149,1492600
2020-01-07,58.34000015258789,58.68000030517578,58.18999862670898,58.38999938964844,45.5402946472168,1627600
2020-01-08,58.68000030517578,59.29999923706055,58.61000061035156,58.900001525878906,45.93806457519531,1420400
2020-01-09,58.54999923706055,58.63999938964844,58.060001373291016,58.290000915527344,45.46230316162109,1778800
2020-01-10,58.61000061035156,58.970001220703125,58.41999816894531,58.45000076293945,45.58709335327149,1104800
2020-01-13,58.52999877929688,59.380001068115234,58.47999954223633,59.130001068115234,46.11745071411133,1370200
2020-01-14,59.15999984741211,59.47999954223633,59.0,59.22999954223633,46.195438385009766,1148300
2020-01-15,58.79999923706055,59.31999969482422,58.59999847412109,58.9900016784668,46.00825881958008,1497100
2020-01-16,59.22999954223633,59.36000061035156,59.02000045776367,59.150001525878906,46.1330451965332,1003300
2020-01-17,60.959999084472656,61.04999923706055,60.52000045776367,60.66999816894531,47.31854248046875,1762100
2020-01-21,60.04999923706055,60.34000015258789,59.7599983215332,59.95000076293945,46.75699615478516,2107400
2020-01-22,60.869998931884766,61.11000061035156,60.310001373291016,60.5,47.18595504760742,2038900
2020-01-23,58.630001068115234,58.959999084472656,57.83000183105469,58.90999984741211,45.94586563110352,2689200
2020-01-24,58.33000183105469,58.47999954223633,57.43000030517578,57.7599983215332,45.0489387512207,1736400
2020-01-27,55.2599983215332,55.54999923706055,54.97999954223633,55.09999847412109,42.97431564331055,2357400
2020-01-28,55.2599983215332,55.7400016784668,55.220001220703125,55.5099983215332,43.29408645629883,1479400
2020-01-29,55.70000076293945,55.810001373291016,55.09999847412109,55.25,43.09130859375,1067500
2020-01-30,54.630001068115234,55.2599983215332,54.34000015258789,55.220001220703125,43.06791305541992,1367600
2020-01-31,54.040000915527344,54.08000183105469,53.220001220703125,53.43000030517578,41.67182922363281,3023700
2020-02-03,53.15999984741211,53.56999969482422,53.0099983215332,53.13999938964844,41.44564437866211,1325100
2020-02-04,54.7400016784668,55.02999877929688,54.58000183105469,54.970001220703125,42.87292098999024,1809700
2020-02-05,55.77999877929688,55.869998931884766,55.220001220703125,55.68000030517578,43.42667770385742,1602400
2020-02-06,55.68999862670898,55.790000915527344,55.220001220703125,55.380001068115234,43.19269943237305,1229300
2020-02-07,54.43000030517578,54.63999938964844,53.68999862670898,53.72999954223633,41.90580368041992,1305900
2020-02-10,53.540000915527344,53.61000061035156,53.08000183105469,53.43000030517578,41.67182922363281,1190600
2020-02-11,54.310001373291016,54.34999847412109,53.59999847412109,53.84999847412109,41.99939727783203,1528100
2020-02-12,55.43000030517578,55.5099983215332,54.959999084472656,55.27999877929688,43.114707946777344,1620700
2020-02-13,54.79999923706055,55.06999969482422,54.58000183105469,54.869998931884766,42.79492950439453,1053700
2020-02-14,54.90999984741211,54.93999862670898,54.31999969482422,54.5,42.5063591003418,1369200
2020-02-18,54.27999877929688,54.47999954223633,54.130001068115234,54.41999816894531,42.4439582824707,796700
2020-02-19,54.459999084472656,54.58000183105469,54.2400016784668,54.34000015258789,42.381568908691406,904800
2020-02-20,54.470001220703125,54.7599983215332,54.09999847412109,54.18999862670898,42.26457595825195,1242200
2020-02-21,54.29999923706055,54.709999084472656,53.97999954223633,54.619998931884766,42.59994888305664,2570100
2020-02-24,51.11000061035156,51.4900016784668,50.900001525878906,51.22999954223633,39.95597839355469,2846500
2020-02-25,51.61000061035156,51.63999938964844,50.15999984741211,50.43000030517578,39.332027435302734,2730600
2020-02-26,50.5,50.65999984741211,49.59000015258789,49.709999084472656,38.77047348022461,2398100
2020-02-27,47.84000015258789,48.33000183105469,47.0099983215332,47.2599983215332,36.859642028808594,4810000
2020-02-28,45.16999816894531,47.08000183105469,44.630001068115234,46.93000030517578,36.60226440429688,7003300
2020-03-02,47.220001220703125,48.88999938964844,46.84999847412109,48.77000045776367,38.03733825683594,6370300
2020-03-03,49.560001373291016,50.650001525878906,48.2599983215332,48.7599983215332,38.02953720092773,6984400
2020-03-04,50.68999862670898,51.52000045776367,50.09999847412109,51.47999954223633,40.15095520019531,3222800
2020-03-05,49.369998931884766,50.130001068115234,49.04999923706055,49.27000045776367,38.42730712890625,4025300
2020-03-06,46.16999816894531,46.65999984741211,45.66999816894531,46.15999984741211,37.77267074584961,4163800
2020-03-09,42.380001068115234,43.63999938964844,41.40999984741211,41.810001373291016,34.213069915771484,6536000
2020-03-10,44.97999954223633,45.93999862670898,43.540000915527344,45.79999923706055,37.47807693481445,5030100
2020-03-11,44.150001525878906,44.61000061035156,41.7400016784668,42.709999084472656,34.94953536987305,5598100
2020-03-12,39.130001068115234,39.880001068115234,37.13999938964844,38.86000061035156,31.79908561706543,6720900
2020-03-13,42.130001068115234,43.900001525878906,40.04999923706055,43.900001525878906,35.92331314086914,4905700
2020-03-16,39.09999847412109,42.119998931884766,38.81999969482422,40.2599983215332,32.9447021484375,3482600
2020-03-17,40.47999954223633,42.68999862670898,40.09000015258789,41.790000915527344,34.19670486450195,2965500
2020-03-18,38.47999954223633,39.720001220703125,36.880001068115234,38.02999877929688,31.11989974975586,3420800
